ID,PBillStatus,CompR,HTdevice,HTsource,DeviceType,@9to5,HomeW,HomeWYN,HomeS,HomeSYN,AwayW,AwayWNY,AwayS,AwaySNY,IncHomeS,IncHomeW,ReasonPos,ReasonNeg,RewardForm,IncAwayS,IncAwayW,IncWD,IncDish,IncAutoS,IncAutoW,IncEmer10S,IncEmer30S,IncEmer10W,IncEmer30W,EmerRForm,EnergyC1,EnergyC2,EnergyC3,EnergyC4,MC1,MC2,MC3,MC4,MC5,Frugal1,Frugal2,Frugal3,Trust1,Trust2,Trust3,Trust4,ComfNS1,ComfNS2,ComfNS3,ComfNW1,ComfNW2,ConvB1,ConvB2,ConvB3,ConvB4,ControlN1,ControlN2R,ControlN3,ControlN4,Atti1,Atti2,Atti3,Atti4,SubNorm1,SubNorm2,SubNorm3,PBC1,PBC2,PBC3R,PBC4,PBC5,INT1,INT2,INT3,INT4,SN1,SN2,SN3,SN4,HabitC1,HabitC2,HabitC3,HabitC4,HabitC5,HabitC6,HabitC7,HabitE1,HabitE2,HabitE3,State,City,Age,Gender,OwnRent,BillS,NBillS,BillW,NBillW,Utility,Sqft,SqftCate,HouseholdS,Political,Ethnic,Income,Educ,Job,Latitude,Longitude,EnergyC,MCG,MCBill,Frugal,Trust,ComfortS,ComfortW,Attitude,SubN,PBC,hot,cold,ACYN,HeatYN,valid1,valid2,valid
414,3,1,2,1,2,1,70,1,60,1,,0,,0,3,2,,,5,2,2,,,2,4,2,2,2,4,1,1,1,1,3,4,4,5,5,5,5,6,6,6,6,6,6,3,4,2,2,1,1,1,7,1,7,3,5,1,7,7,7,7,6,5,6,6,6,3,6,7,7,7,6,1,7,4,1,7,7,7,7,7,7,7,7,1,2,2,30,Taylor,22,1,1,50.00,1,30.00,1,DTE,4000,4.00,2,1,1,3,2,5,38.00000000,-97.00000000000000,1.50,4.00,5.00,5.67,6.00,3.00,1.50,7.00,5.50,6.00,0,1,1,1,1,1,1
415,3,1,4,1,2,1,75,1,74,1,68,1,76,1,5,6,,,4,6,7,6,7,5,4,4,4,5,5,2,7,7,6,6,2,2,5,7,7,7,7,7,6,7,4,6,5,6,5,6,4,2,1,1,1,7,2,7,7,7,6,7,7,6,6,7,7,5,5,5,6,6,5,7,6,5,4,3,6,7,7,7,6,4,2,5,1,1,2,10,Denver,24,1,1,35.00,1,25.00,1,Xcel,1000,2.00,2,3,1,4,2,1,39.73919678,-104.98470310000000,6.50,2.00,6.00,7.00,5.00,5.33,5.00,6.75,6.00,5.00,0,1,1,1,1,1,1
416,3,2,2,2,1,0,68,1,72,1,60,1,75,1,3,4,,,5,7,6,6,7,6,6,3,5,4,6,1,7,7,6,7,6,6,5,2,6,7,7,7,5,7,5,5,5,3,3,3,3,2,2,5,3,7,7,6,6,7,7,7,7,6,6,5,7,7,6,7,5,7,7,7,2,5,5,4,3,7,7,7,6,6,3,7,1,3,1,10,Denver,27,1,1,35.00,1,40.00,1,Xcel,1000,2.00,2,5,1,5,5,1,39.73919678,-104.98470310000000,6.75,6.00,5.50,7.00,5.00,3.67,3.00,7.00,6.00,7.00,0,1,1,1,1,1,1
417,3,2,2,2,1,0,69,1,72,1,69,1,72,1,2,2,,,4,6,6,6,4,2,2,2,2,2,2,1,2,3,3,3,7,7,1,3,6,7,4,4,5,7,5,5,7,7,7,1,1,6,5,7,7,7,7,6,7,5,6,6,6,1,1,1,7,7,7,7,7,2,5,2,4,4,4,4,4,5,7,2,2,7,1,7,1,2,2,10,Denver,39,1,1,100.00,2,65.00,1,Xcel,800,1.00,2,8,1,7,2,9,39.73919678,-104.98470310000000,2.75,7.00,3.50,5.00,5.00,7.00,1.00,5.75,1.00,7.00,0,1,1,1,1,1,1
418,3,2,2,2,1,0,69,1,72,1,69,1,72,1,3,3,,,4,4,4,4,2,4,4,6,6,6,6,1,2,2,2,2,7,7,2,4,4,5,5,5,6,7,6,6,7,7,6,1,4,5,6,7,6,7,7,5,7,6,5,5,5,1,1,1,7,6,7,6,7,5,5,6,1,4,4,4,4,2,7,2,2,7,1,7,1,2,2,10,Denver,39,1,1,100.00,2,70.00,1,Xcel,900,1.00,2,8,1,7,2,9,39.73919678,-104.98470310000000,2.00,7.00,3.00,5.00,6.00,6.67,2.50,5.25,1.00,6.00,0,1,1,1,1,1,1
419,3,2,2,1,1,1,76,1,60,1,70,1,,2,3,1,4,,4,2,1,6,6,5,6,5,4,3,4,2,7,7,7,7,5,5,5,6,7,7,7,7,4,5,3,5,5,4,3,3,4,5,1,6,5,7,6,7,7,7,7,4,5,5,3,2,7,5,3,4,7,6,5,7,3,2,4,1,3,7,4,2,6,5,3,3,1,2,1,30,Bellevue,21,1,2,800.00,4,1000.00,4,Consumer Energy,1800,3.00,4,4,1,7,3,7,42.66250610,-84.06739807000000,7.00,5.00,6.00,7.00,4.00,4.00,3.50,5.75,4.00,4.50,0,1,1,1,0,1,0
420,1,2,4,1,2,1,70,1,50,1,55,1,,2,99,2,,,4,99,1,4,4,2,3,1,2,1,2,1,4,5,3,5,5,5,5,6,6,5,5,5,5,6,6,5,2,1,4,4,5,3,3,5,5,4,4,6,3,6,6,6,6,5,3,2,5,5,5,5,5,4,4,6,2,4,4,4,4,5,4,2,7,7,8,7,1,2,1,57,Granite Falls,51,2,2,100.00,2,100.00,2,PUD,1800,3.00,2,7,1,7,3,2,47.90150452,-122.18440250000000,4.25,5.00,5.50,5.00,5.50,2.33,4.50,6.00,4.00,5.00,0,0,0,1,1,1,1
421,3,2,4,1,1,1,80,1,75,1,80,1,80,1,8,8,,4,4,4,5,4,,4,5,6,7,7,7,1,6,6,6,4,5,5,4,4,4,6,6,6,4,4,4,4,5,4,4,5,5,4,5,3,5,5,5,6,4,7,5,7,7,5,4,3,5,4,3,5,4,4,4,4,4,3,3,3,4,7,7,3,5,5,7,5,2,2,1,52,Corpus Christi,26,1,1,230.00,4,200.00,4,TXU Energy,1280,2.00,5,4,6,1,2,1,27.83929443,-97.60040283000000,5.50,5.00,4.00,6.00,4.00,4.33,5.00,6.50,4.50,4.50,1,0,1,1,1,1,1
422,3,1,2,2,1,0,60,1,75,1,60,1,75,1,1,1,7,,4,1,1,4,4,4,5,4,8,4,8,1,1,1,1,1,4,4,7,7,7,7,1,7,7,7,7,7,4,4,4,1,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,4,4,4,4,7,7,7,7,7,7,7,2,2,2,16,kennesaw,34,1,1,50.00,1,50.00,1,cobb emc,2000,4.00,1,7,1,4,4,2,34.02470398,-84.50330353000000,1.00,4.00,7.00,5.00,7.00,4.00,1.00,1.00,1.00,7.00,1,0,1,1,1,1,1
423,3,3,2,1,1,0,80,1,55,1,80,1,55,1,6,8,,2,4,7,8,6,,6,8,3,4,8,8,3,5,4,3,5,3,3,3,5,7,7,6,7,3,4,3,4,3,2,1,7,7,4,2,6,5,5,3,5,3,6,6,6,6,5,2,3,3,3,2,2,3,5,4,7,1,6,5,4,6,7,6,5,4,1,1,1,1,2,2,38,Burlington,20,2,1,300.00,4,600.00,4,PSEG,300,1.00,3,3,3,5,2,1,40.26480103,-74.82430267000000,4.25,3.00,5.00,6.67,3.50,2.00,7.00,6.00,3.50,2.50,0,0,1,1,1,1,1
424,3,2,2,1,1,1,,0,80,1,,0,80,1,6,6,,,5,7,7,6,6,7,7,7,7,7,7,1,5,5,5,5,4,4,5,6,6,5,5,5,3,5,3,3,6,6,6,2,2,3,2,2,2,6,5,3,2,7,7,7,7,4,4,4,5,5,5,5,5,5,5,5,5,3,3,2,3,7,5,5,5,7,7,6,1,1,1,6,mesa,44,2,2,300.00,4,60.00,1,srp,2250,4.00,4,5,1,6,3,9,33.39720154,-111.78579710000000,5.00,4.00,5.50,5.00,3.00,6.00,2.00,7.00,4.00,5.00,1,0,1,1,1,1,1
427,3,2,2,3,4,1,70,1,73,1,62,1,73,1,3,4,,,4,2,2,6,6,2,3,2,2,2,3,1,6,4,3,6,3,6,6,5,6,6,5,6,4,5,5,5,6,2,4,3,4,3,1,1,2,6,5,6,5,6,5,5,6,5,3,2,6,5,6,6,6,5,5,6,2,5,5,2,6,6,7,6,6,3,3,7,1,2,3,10,Boulder,60,1,2,90.00,2,150.00,3,Xcel,1400,3.00,2,2,1,4,4,7,38.83389282,-104.82140350000000,4.75,4.50,6.00,5.67,5.00,4.00,3.50,5.50,4.00,5.50,0,1,1,1,1,1,1
428,3,2,2,1,1,1,70,1,78,1,,2,,2,4,4,,,5,5,5,7,6,4,4,3,4,3,4,2,7,7,7,7,7,7,7,7,7,7,7,7,3,4,3,2,7,7,6,5,5,2,1,1,1,6,7,6,5,7,7,7,7,6,2,5,7,7,7,7,7,6,6,6,5,6,6,5,7,7,7,1,1,4,7,7,1,2,2,3,"Black, AL",57,2,2,175.00,3,125.00,3,Wiregrass Electric Cooperative,2000,4.00,2,1,1,7,2,3,31.31520081,-85.85520172000000,7.00,7.00,7.00,7.00,2.50,6.67,5.00,7.00,4.00,7.00,1,0,1,1,1,1,1
429,1,2,1,1,1,1,70,1,60,1,65,1,60,1,5,6,,,4,6,7,6,3,3,4,5,6,7,8,1,5,7,6,5,7,7,6,6,7,6,6,6,5,5,5,4,2,2,2,5,5,2,1,1,1,5,5,6,5,7,7,7,7,4,3,1,7,6,6,6,6,5,5,2,1,1,1,1,1,5,5,1,2,7,4,2,1,2,1,51,Bristol,39,2,2,100.00,2,175.00,3,BTES,2500,4.00,3,3,1,6,,2,36.41990662,-82.11389923000000,5.75,7.00,6.50,6.00,4.50,2.00,5.00,7.00,3.50,6.00,1,0,1,1,1,1,1
430,2,1,7,6,2,1,60,1,50,1,60,1,50,1,3,4,,,4,3,7,3,3,4,8,99,99,8,8,1,7,7,1,7,6,6,7,4,7,7,7,7,5,5,4,5,1,1,1,3,4,1,1,1,1,5,2,5,4,7,7,7,7,7,7,4,7,7,4,7,4,7,7,4,4,5,4,5,4,7,7,7,7,7,7,7,1,1,2,29,florence,25,3,1,80.00,1,80.00,2,western mass electric,2600,4.00,5,4,1,3,2,12,42.33059692,-72.63059998000000,5.50,6.00,7.00,7.00,4.50,1.00,3.50,7.00,7.00,7.00,0,1,1,1,1,1,1
432,3,2,2,1,1,0,69,1,75,1,67,1,77,1,7,7,,,5,7,7,7,6,8,8,7,8,7,8,1,5,3,3,5,3,3,5,6,6,6,6,5,4,6,4,4,6,6,6,2,4,2,1,5,1,6,1,7,5,6,6,6,6,4,4,4,7,7,7,7,7,6,6,6,1,4,4,4,4,7,6,4,7,7,5,7,2,1,3,41,New Bern,31,2,2,230.00,4,300.00,4,City,1100,2.00,2,2,1,5,2,12,35.14270020,-77.16300201000000,4.00,3.00,5.50,5.67,4.00,6.00,3.00,6.00,4.00,7.00,1,0,1,1,1,1,1
433,3,1,2,2,1,1,68,1,67,1,64,1,70,1,7,4,,,4,8,7,6,6,4,4,7,7,7,7,1,7,7,6,6,4,5,6,5,7,6,6,6,6,6,6,4,7,7,7,1,1,2,1,1,1,7,7,7,7,7,7,7,7,2,2,2,7,7,7,7,7,6,4,6,1,2,2,1,2,7,1,7,7,7,1,7,1,3,1,46,pittsburgh,59,2,2,60.00,1,40.00,1,duquesne light,1400,3.00,2,4,1,4,2,11,40.40510559,-80.03520203000000,6.50,4.50,6.50,6.00,5.00,7.00,1.00,7.00,2.00,7.00,0,1,1,1,1,1,1
434,1,2,6,4,2,1,66,1,,0,62,1,,0,99,4,,,5,99,4,1,,5,5,99,99,1,1,1,6,6,7,6,4,5,5,7,6,6,5,6,4,4,4,4,2,2,2,1,2,2,2,3,4,6,6,6,4,6,6,7,7,2,3,2,5,3,4,4,5,6,6,6,4,2,2,2,2,6,8,3,2,6,8,6,1,1,3,26,Lewiston,37,2,1,85.00,2,130.00,3,CMP,1200,2.00,4,4,1,5,4,12,44.08610535,-70.24340057000000,6.25,4.50,5.50,5.67,4.00,2.00,1.50,6.50,2.50,3.50,0,1,0,1,1,1,1
435,1,2,2,2,3,1,68,1,74,1,68,1,74,1,6,6,,,5,8,8,7,7,8,8,7,8,7,8,1,5,4,4,5,5,5,6,6,6,5,5,5,2,4,3,2,5,4,4,2,2,4,3,2,3,6,6,5,6,5,5,4,4,3,3,2,6,5,6,5,5,4,4,2,2,4,3,3,3,6,7,1,6,7,3,4,1,2,3,6,Tucson,60,1,2,125.00,2,115.00,2,Tucson Electric Power,2100,4.00,4,4,1,7,4,7,32.30889893,-111.16629790000000,4.50,5.00,6.00,5.00,2.50,4.33,2.00,4.50,3.00,5.00,1,0,1,1,1,1,1
436,1,2,2,2,2,1,68,1,75,1,68,1,80,1,6,6,,,4,1,1,7,4,6,6,3,6,3,6,1,1,1,1,1,6,6,6,6,6,6,4,5,3,4,2,3,6,6,6,2,3,3,1,1,1,6,4,6,4,7,7,7,7,7,7,1,7,6,7,6,6,6,6,6,2,6,6,4,6,7,2,6,7,7,3,7,1,1,1,29,Hopkinton,45,1,2,180.00,3,120.00,2,Nstar,2500,4.00,4,4,1,7,4,6,42.19729614,-71.44100189000000,1.00,6.00,6.00,5.00,2.50,6.00,2.50,7.00,7.00,6.00,0,1,1,1,1,1,1
437,3,2,3,2,2,0,63,1,72,1,59,1,,0,3,4,,,5,3,4,4,,3,4,2,3,3,3,1,6,5,4,6,5,5,6,4,6,7,7,7,5,5,2,5,5,7,5,1,1,2,2,2,2,6,4,6,6,6,6,6,6,4,3,6,7,6,6,6,6,6,6,7,6,3,3,4,3,7,7,2,7,7,1,7,1,2,1,46,Lancaster,41,2,1,120.00,2,70.00,1,PP&L,1100,2.00,3,8,1,4,2,12,40.01119995,-76.25140381000000,5.25,5.00,6.00,7.00,3.50,5.67,1.00,6.00,3.50,6.00,0,1,1,1,1,1,1
438,4,2,2,1,1,1,73,1,70,1,74,1,72,1,4,1,1,,4,5,2,7,4,1,1,1,2,1,1,2,5,4,3,6,5,5,6,4,5,5,6,5,6,6,4,6,7,7,7,5,4,3,2,3,5,5,2,7,6,6,5,6,6,5,4,3,6,5,6,5,6,5,5,2,3,4,5,3,3,5,5,1,2,5,2,6,1,2,1,3,Birmingham,29,2,1,90.00,2,80.00,2,Alabama power,1300,2.00,4,6,1,6,4,10,33.42010498,-86.78669739000000,4.50,5.00,5.50,5.33,5.00,7.00,4.50,5.75,4.50,5.00,1,0,1,1,1,1,1
439,3,1,2,2,2,0,65,1,60,1,60,1,60,1,1,1,6,,7,1,1,2,,1,1,1,1,1,1,1,6,7,6,7,7,7,5,7,6,7,7,7,7,7,7,6,3,1,1,1,1,1,1,2,1,6,2,7,6,7,6,7,7,6,4,4,2,7,7,1,6,6,6,7,4,5,3,1,4,7,7,7,7,7,7,7,1,1,2,53,Orem,23,1,1,15.00,1,30.00,1,Rocky Mountain Power,750,1.00,2,4,1,4,4,6,40.29690552,-111.69460300000000,6.50,7.00,5.50,7.00,6.50,1.67,1.00,6.75,5.00,4.00,0,0,1,1,1,1,1
441,1,1,2,1,1,0,65,1,70,1,,0,80,1,3,2,,,5,2,2,2,,2,2,1,1,1,1,1,4,3,2,5,3,2,6,5,6,5,3,4,4,5,4,4,3,4,7,2,2,2,1,5,5,6,3,5,6,5,5,5,5,3,3,1,6,6,5,6,6,5,5,6,3,2,2,2,2,7,2,2,3,7,3,5,1,3,3,3,Birmingham,30,1,1,75.00,1,50.00,1,Alabama Power,600,1.00,1,8,1,3,3,6,33.49349976,-86.80460358000000,3.50,2.50,6.00,4.00,4.00,4.67,2.00,5.00,3.00,6.00,1,0,1,1,1,1,1
443,1,2,1,1,3,1,68,1,70,1,65,1,72,1,4,5,,,5,8,8,7,4,4,4,4,8,4,8,1,4,6,6,4,6,5,5,5,5,5,5,5,4,5,5,4,7,7,7,3,5,2,1,1,1,5,1,7,5,5,5,6,6,3,2,1,6,6,6,6,6,5,5,5,2,1,1,1,1,7,7,7,4,7,1,7,1,2,1,28,Baltimore,47,2,2,180.00,3,215.00,4,BGE,1200,2.00,2,6,1,7,2,12,39.34019470,-76.40260315000000,5.00,5.50,5.00,5.00,4.50,7.00,4.00,5.50,2.50,6.00,0,0,1,1,1,1,1
445,3,2,2,2,1,1,70,1,72,1,68,1,75,1,4,6,,,4,3,3,6,7,4,5,4,6,4,6,1,5,5,5,5,7,7,5,6,6,6,6,6,6,5,5,6,6,7,6,5,6,3,2,3,3,6,4,6,4,6,6,6,6,6,6,4,6,5,6,5,6,5,4,5,4,5,5,4,5,6,6,5,5,3,2,6,1,2,1,44,Grants Pass,32,2,2,100.00,2,55.00,1,Pacific Power,2400,4.00,2,2,1,8,4,10,42.53860474,-123.34780120000000,5.00,7.00,5.50,6.00,5.50,6.33,5.50,6.00,6.00,5.00,0,0,1,1,1,1,1
446,3,2,3,2,3,1,68,1,71,1,66,1,72,1,5,5,,,5,4,4,4,2,2,2,3,5,4,6,2,5,6,6,5,5,5,5,6,6,6,6,6,4,4,4,4,7,6,3,2,3,3,2,3,3,6,3,6,5,4,5,5,5,3,3,2,6,5,6,5,5,5,5,2,4,3,5,2,3,6,4,3,6,7,2,7,1,2,1,20,Northbrook,49,2,2,160.00,3,80.00,2,Commonwealth Edison/Nicor,1400,3.00,4,2,1,8,5,2,42.11970520,-87.84449768000000,5.50,5.00,5.50,6.00,4.00,5.33,2.50,4.75,3.00,5.00,0,1,1,1,1,1,1
447,1,2,2,2,3,1,50,1,80,1,47,1,93,1,4,5,,,5,3,2,4,4,3,5,3,4,4,4,1,4,4,6,5,5,6,5,5,4,5,6,5,6,5,6,6,5,6,6,6,5,7,6,7,7,6,2,7,7,4,5,5,4,5,6,5,5,6,2,7,6,5,6,5,5,5,6,5,5,6,7,6,6,5,6,6,1,2,1,5,Highland,23,1,1,600.00,4,450.00,4,edison,3000,4.00,3,4,3,6,3,2,34.00079346,-117.12660220000000,4.75,5.50,4.50,5.33,6.00,5.67,5.50,4.50,5.50,6.50,0,0,1,1,1,1,1
448,3,2,2,1,1,1,70,1,79,1,62,1,85,1,6,6,,,5,4,4,4,4,4,4,6,4,4,4,1,5,4,3,4,2,2,5,5,6,6,6,6,4,3,3,4,7,6,4,2,3,2,1,6,4,6,3,6,5,6,4,6,4,2,2,1,6,4,6,5,5,6,5,3,5,3,2,2,2,6,2,3,6,5,6,4,1,2,1,15,Seffner,37,2,2,200.00,3,120.00,2,TECO,1367,3.00,4,4,1,6,4,10,27.91580200,-82.22899628000000,4.00,2.00,5.50,6.00,3.50,5.67,2.50,5.00,2.00,4.50,1,0,1,1,0,1,0
449,1,2,2,2,2,1,75,1,,0,75,1,,0,4,4,,,5,4,4,2,,3,3,3,4,3,4,2,5,3,3,5,3,3,5,5,7,6,6,6,4,4,4,4,7,7,6,7,5,4,2,3,3,7,4,6,3,7,7,7,7,4,4,4,7,7,3,7,7,7,5,5,4,5,5,5,5,6,6,4,5,3,3,4,2,2,2,33,kansas city,34,2,1,125.00,2,80.00,2,kcpl,1000,2.00,5,8,1,4,4,12,39.09109497,-94.41549683000000,4.00,3.00,6.00,6.00,4.00,6.67,6.00,7.00,4.00,7.00,1,0,1,1,1,1,1
450,1,3,3,1,2,1,,0,,0,,0,,0,4,3,,,4,4,3,7,7,8,8,7,7,7,7,2,4,3,3,3,7,7,7,4,4,7,7,7,3,3,1,3,4,4,4,2,2,4,3,3,3,6,6,7,6,4,4,4,4,1,1,1,4,4,5,4,4,3,3,3,1,4,4,4,4,6,5,2,5,6,6,6,1,2,2,5,Palo Alto,31,1,1,100.00,2,80.00,2,City of Palo Alto,700,1.00,2,4,3,8,5,12,37.41780090,-122.17199710000000,3.25,7.00,5.50,7.00,2.00,4.00,2.00,4.00,1.00,4.00,0,0,1,1,1,1,1
452,1,2,6,2,1,1,72,1,65,1,72,1,65,1,4,4,,,4,5,8,3,4,8,3,6,8,1,8,1,1,1,1,3,2,4,1,5,7,6,1,4,1,1,1,1,7,7,6,6,6,1,1,1,1,4,7,7,1,4,7,7,2,3,1,1,7,7,6,7,6,4,3,2,1,1,1,1,1,7,4,1,7,7,1,1,2,2,1,49,conway,32,1,1,190.00,3,58.00,1,santee cooper,1300,2.00,5,7,1,5,3,6,33.68910217,-78.88670349000000,1.50,3.00,4.00,3.67,1.00,6.67,6.00,5.00,2.00,7.00,1,0,1,1,1,1,1
453,1,2,3,2,4,0,68,1,,0,60,1,,0,99,8,,2,4,99,8,6,,6,5,99,99,5,5,2,6,5,5,5,7,7,7,6,6,7,7,7,5,5,3,6,2,2,1,6,6,3,2,3,2,6,5,6,6,6,6,6,6,5,5,4,6,5,5,5,5,5,6,6,3,3,5,3,5,6,6,2,6,6,8,6,1,1,1,40,Potsdam,52,3,2,75.00,1,120.00,2,National Grid,1000,2.00,2,1,1,8,5,2,44.66090393,-74.92579651000000,5.25,7.00,6.50,7.00,4.50,1.67,6.00,6.00,5.00,5.00,0,1,0,1,1,1,1
454,3,2,4,1,2,1,75,1,75,1,75,1,75,1,3,4,,,4,5,6,,,3,4,1,1,1,1,2,6,7,5,6,7,7,6,6,7,7,7,7,3,4,1,2,6,5,4,4,6,5,6,3,1,7,2,7,6,7,7,7,7,4,4,5,6,6,2,7,5,7,7,7,6,1,1,3,1,6,7,4,4,6,5,6,1,2,3,5,San Diego,30,2,1,400.00,4,300.00,4,SDG&E,2000,4.00,2,3,1,4,5,12,32.71530151,-117.15730290000000,6.00,7.00,6.50,7.00,1.50,5.00,5.00,7.00,4.00,6.50,0,0,1,1,1,1,1
455,1,2,4,1,2,1,,0,,0,,0,,0,99,5,,,4,99,6,6,,3,3,1,99,1,1,2,6,6,4,6,2,2,5,7,6,7,6,6,2,4,1,2,5,6,6,3,3,3,5,6,5,5,1,7,6,6,4,2,5,3,2,5,5,6,5,6,4,6,6,6,4,2,2,2,2,6,6,4,4,5,8,6,1,2,1,24,Beaver,23,2,1,120.00,2,170.00,3,AEP,900,1.00,2,1,1,3,4,10,37.48129272,-82.62529755000000,5.50,2.00,5.50,6.33,1.50,5.67,3.00,4.25,2.50,6.00,0,0,0,1,1,1,1
456,1,2,2,1,1,1,72,1,70,1,70,1,70,1,4,4,,,4,4,4,3,2,2,2,2,3,2,3,1,6,4,4,6,6,6,6,7,7,7,7,7,4,4,3,3,2,2,1,1,1,2,2,3,5,5,3,7,2,7,7,7,5,5,4,3,5,4,5,5,6,6,6,6,5,2,2,2,3,3,7,3,6,6,4,6,1,2,1,41,shelby,26,2,1,100.00,2,115.00,2,duke power,900,1.00,4,2,1,6,3,8,35.36250305,-81.57409668000000,5.00,6.00,6.50,7.00,3.00,1.67,1.00,6.50,4.50,4.50,1,0,1,1,1,1,1
457,3,2,6,2,1,0,82,1,,0,,0,93,1,2,3,,,8,2,3,2,2,2,2,3,4,3,3,2,5,5,6,6,6,5,6,6,5,6,2,6,6,4,5,5,6,3,3,3,3,6,5,4,5,5,2,5,6,6,6,6,5,6,5,6,6,5,3,6,6,6,5,6,5,6,6,6,5,3,7,7,7,7,6,7,1,1,1,5,SANJOSE,26,1,2,150.00,3,200.00,4,Duke,1650,3.00,4,1,1,6,4,7,18.00000000,79.58331299000000,5.50,5.50,5.50,4.67,5.00,4.00,3.00,5.75,5.50,5.50,0,0,1,1,1,1,1
458,1,1,2,2,3,0,65,1,72,1,65,1,72,1,1,1,2,,4,7,7,6,,7,7,7,7,7,7,2,5,1,1,5,1,1,7,1,7,7,7,7,1,1,1,1,7,6,7,1,3,1,1,1,1,7,4,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,1,1,4,4,4,4,7,7,1,1,7,3,1,1,2,2,20,RED BUD,38,1,1,200.00,3,150.00,3,AMEREN,1200,2.00,1,5,1,5,3,12,38.44070435,-90.20950317000000,3.00,1.00,7.00,7.00,1.00,6.67,2.00,7.00,1.00,7.00,0,1,1,1,1,1,1
459,3,1,4,1,2,1,85,1,40,1,75,1,,2,8,5,,4,5,4,8,,,4,8,8,8,8,8,3,5,3,3,5,5,5,7,6,5,7,6,7,5,6,5,5,7,7,7,7,6,3,1,2,2,7,5,7,6,5,6,7,7,2,2,2,7,6,7,7,7,6,3,6,2,2,3,2,5,7,7,5,5,2,3,7,1,3,2,42,Holland,22,2,1,50.00,1,35.00,1,Toledo Edison,900,1.00,2,2,2,1,3,2,41.51150513,-83.81169891000000,4.00,5.00,6.00,6.67,5.00,7.00,6.50,6.25,2.00,6.50,0,1,1,1,1,1,1
460,1,2,1,1,1,0,70,1,74,1,65,1,78,1,4,4,,,5,6,6,7,4,4,4,5,6,5,6,2,6,6,6,6,6,6,6,6,6,7,6,6,6,6,5,6,5,6,5,2,2,3,1,5,5,5,3,5,3,6,6,6,6,5,5,3,6,5,5,6,5,5,5,5,6,3,3,3,3,6,6,5,5,6,5,4,1,2,2,15,Fort Lauderdale,36,1,2,300.00,4,200.00,4,Florida Power and Light Co,3000,4.00,4,5,1,6,3,12,38.21839905,-122.76760100000000,6.00,6.00,6.00,6.33,5.50,5.33,2.00,6.00,5.00,5.50,1,0,1,1,1,1,1
461,1,3,2,1,1,1,68,1,72,1,68,1,72,1,4,5,,,8,5,4,2,3,1,2,1,8,8,8,1,5,5,5,5,5,6,6,4,5,6,5,5,6,6,6,6,5,5,5,6,5,3,3,2,3,7,6,3,6,6,6,6,6,5,6,5,6,6,3,6,6,5,6,6,5,6,5,6,5,7,5,5,6,6,7,6,1,2,1,22,Clive,36,1,2,200.00,3,100.00,2,Midamerican,2500,4.00,5,7,1,8,5,12,41.72970581,-93.60579681000000,5.00,5.50,5.50,5.33,6.00,5.00,5.50,6.00,5.50,6.00,0,1,1,1,1,1,1
462,1,2,2,2,1,1,71,1,70,1,71,1,70,1,8,8,,4,4,4,3,6,1,2,8,3,3,7,6,1,4,4,4,5,5,5,4,6,4,6,6,6,3,3,2,3,7,7,7,6,6,4,2,2,2,6,6,6,4,5,5,5,5,3,2,2,6,6,6,6,6,5,4,5,2,6,6,4,6,7,7,3,3,1,1,3,1,2,1,40,Medford,29,2,2,450.00,4,350.00,4,PSEG,2500,4.00,4,7,1,6,2,10,40.88250732,-72.95330048000000,4.25,5.00,4.00,6.00,2.50,7.00,6.00,5.00,2.50,6.00,0,1,1,1,1,0,0
463,1,2,11,1,2,0,70,1,60,1,,2,,2,5,4,,,4,6,4,,,5,4,3,4,3,3,1,4,5,5,5,6,6,3,5,6,5,5,5,4,5,4,3,6,6,6,5,4,4,2,5,5,5,3,5,5,5,5,5,5,5,4,4,5,4,3,4,4,4,5,6,5,3,3,5,3,5,7,3,7,5,4,6,1,3,1,40,NY,24,2,1,200.00,3,125.00,3,Con Edison,1300,2.00,5,8,3,5,4,12,40.71389771,-74.00789642000000,4.75,6.00,4.50,5.00,3.50,6.00,4.50,5.00,4.50,4.00,0,1,1,1,1,1,1
464,1,2,2,1,1,1,70,1,78,1,68,1,81,1,5,4,,,1,6,5,6,,5,5,5,6,4,5,1,6,6,6,6,3,6,4,4,4,7,6,6,4,4,4,4,7,7,7,1,1,2,1,5,6,7,7,7,4,7,7,7,7,7,2,1,7,5,2,5,2,5,2,6,4,5,5,3,6,6,5,4,1,7,7,7,2,1,2,16,Fayetteville,22,2,2,240.00,4,180.00,3,EMC,2400,4.00,4,8,2,1,3,1,33.48109436,-84.47979736000000,6.00,4.50,4.00,6.33,4.00,7.00,1.00,7.00,4.50,5.00,1,0,1,1,1,1,1
