ID,PBillStatus,CompR,HTdevice,HTsource,DeviceType,@9to5,HomeW,HomeWYN,HomeS,HomeSYN,AwayW,AwayWNY,AwayS,AwaySNY,IncHomeS,IncHomeW,ReasonPos,ReasonNeg,RewardForm,IncAwayS,IncAwayW,IncWD,IncDish,IncAutoS,IncAutoW,IncEmer10S,IncEmer30S,IncEmer10W,IncEmer30W,EmerRForm,EnergyC1,EnergyC2,EnergyC3,EnergyC4,MC1,MC2,MC3,MC4,MC5,Frugal1,Frugal2,Frugal3,Trust1,Trust2,Trust3,Trust4,ComfNS1,ComfNS2,ComfNS3,ComfNW1,ComfNW2,ConvB1,ConvB2,ConvB3,ConvB4,ControlN1,ControlN2R,ControlN3,ControlN4,Atti1,Atti2,Atti3,Atti4,SubNorm1,SubNorm2,SubNorm3,PBC1,PBC2,PBC3R,PBC4,PBC5,INT1,INT2,INT3,INT4,SN1,SN2,SN3,SN4,HabitC1,HabitC2,HabitC3,HabitC4,HabitC5,HabitC6,HabitC7,HabitE1,HabitE2,HabitE3,State,City,Age,Gender,OwnRent,BillS,NBillS,BillW,NBillW,Utility,Sqft,SqftCate,HouseholdS,Political,Ethnic,Income,Educ,Job,Latitude,Longitude,EnergyC,MCG,MCBill,Frugal,Trust,ComfortS,ComfortW,Attitude,SubN,PBC,hot,cold,ACYN,HeatYN,valid1,valid2,valid
243,1,3,2,1,1,1,70,1,65,1,,2,65,1,2,2,,,5,2,2,7,,6,6,6,8,6,8,1,1,2,5,6,2,2,6,6,6,6,6,6,6,6,6,6,7,7,7,6,3,1,1,2,3,6,1,7,5,7,4,7,6,2,2,2,7,7,6,7,6,7,7,7,5,5,5,3,5,5,4,2,7,7,1,4,2,2,2,20,Peoria,20,2,1,150.00,3,200.00,4,Ameren,1500,3.00,3,8,1,3,2,10,40.69360352,-89.58899689000000,3.50,2.00,6.00,6.00,6.00,7.00,4.50,6.00,2.00,7.00,0,1,1,1,1,1,1
244,3,2,2,2,1,1,70,1,72,1,68,1,74,1,6,6,,,5,7,7,7,6,4,6,5,6,6,7,1,6,6,6,5,4,4,5,5,5,7,7,7,4,5,4,4,5,5,4,7,6,4,3,3,4,7,7,7,7,6,6,7,6,3,2,2,7,6,4,6,5,5,5,5,1,2,3,1,3,6,6,2,4,5,1,5,1,2,1,30,Riverview,27,2,1,100.00,2,100.00,2,DTE,2300,4.00,3,4,1,6,2,10,42.13310242,-83.21820068000000,5.75,4.00,5.00,7.00,4.00,4.67,6.50,6.25,2.50,6.00,0,1,1,1,1,1,1
245,1,2,10,6,4,1,68,1,,0,62,1,,0,99,6,,,2,99,7,6,5,8,4,99,99,4,4,1,3,3,2,4,5,2,5,4,6,6,6,6,6,6,6,6,2,7,7,1,1,3,1,1,1,5,3,5,2,6,6,6,7,5,4,2,5,4,5,5,5,5,3,5,1,5,6,6,5,7,6,4,3,7,8,8,1,1,1,19,Naples,45,1,2,160.00,3,210.00,4,Northern Lights,1000,2.00,5,8,1,5,4,6,45.52340698,-122.67620090000000,3.00,3.50,5.50,6.00,6.00,5.33,1.00,6.25,4.50,4.50,0,1,0,1,1,1,1
246,1,1,1,1,1,1,70,1,65,1,,2,,2,4,5,,,1,3,1,5,,4,5,4,5,5,7,1,5,5,5,5,5,6,6,7,7,6,5,6,3,4,2,3,5,6,6,5,4,3,2,3,3,5,2,7,5,7,5,6,2,5,3,3,5,5,5,5,5,6,5,5,3,5,5,4,5,7,6,5,5,4,7,6,1,1,3,41,hendersonville,27,2,1,90.00,2,190.00,3,duke energy,1600,3.00,3,4,1,1,2,1,35.39019775,-82.37249756000000,5.00,5.50,6.50,5.67,2.50,5.67,4.50,5.00,4.00,5.00,1,0,1,1,1,1,1
247,1,3,1,2,1,1,68,1,74,1,65,1,76,1,6,6,,,5,7,7,6,6,6,6,6,7,6,7,1,6,6,6,6,7,7,7,7,7,7,7,6,2,2,1,2,7,7,7,3,3,3,3,4,5,7,2,7,7,7,7,7,7,6,4,4,6,2,3,2,5,7,7,7,2,4,5,1,5,7,7,1,7,7,1,7,1,2,2,41,charlotte,41,2,1,180.00,3,90.00,2,Duke Energy,1500,3.00,2,8,5,8,4,9,35.10740662,-80.82579803000000,6.00,7.00,7.00,6.67,1.50,7.00,3.00,7.00,5.00,2.00,1,0,1,1,1,1,1
248,3,2,2,2,1,0,70,1,73,1,68,1,76,1,4,4,,,5,6,6,1,,4,4,3,4,3,4,1,5,6,6,4,6,5,6,7,7,7,7,7,6,6,4,6,6,6,6,3,3,2,2,3,2,7,4,6,6,6,6,6,6,6,4,4,7,7,6,7,6,6,6,6,2,5,5,3,5,7,7,5,7,7,4,7,1,2,1,52,Houston,41,1,2,280.00,4,115.00,2,StarTex,1700,3.00,5,7,1,8,2,8,29.58779907,-95.22409821000000,5.25,5.50,6.50,7.00,5.00,6.00,3.00,6.00,5.00,7.00,1,0,1,1,1,1,1
249,3,1,4,1,2,1,75,1,,0,60,1,,2,4,4,,,5,5,5,,3,5,4,3,3,2,3,1,5,6,6,5,5,5,7,6,6,6,5,5,5,5,3,3,2,2,1,5,6,2,1,1,5,6,6,5,5,6,7,7,6,6,6,7,6,6,6,7,7,7,6,6,6,3,3,2,5,7,6,2,2,3,6,7,1,3,3,44,Portland,22,2,1,70.00,1,120.00,2,Portland General Electric,1000,2.00,1,3,1,3,4,5,45.52340698,-122.67620090000000,5.50,5.00,6.50,5.33,3.00,1.67,5.50,6.50,6.00,6.50,0,0,1,1,1,1,1
250,2,1,2,1,1,0,63,1,81,1,60,1,83,1,3,3,,,5,4,4,3,2,4,2,2,3,2,2,1,5,5,5,4,6,5,5,6,7,6,6,5,7,7,6,7,5,6,3,2,2,3,2,4,3,4,2,6,5,6,5,7,6,6,4,3,6,5,5,6,5,5,5,5,2,4,4,1,4,6,6,5,6,4,4,4,1,2,1,32,Lucedale,39,1,2,110.00,2,90.00,2,Singing River Electric,3000,4.00,1,6,1,4,4,6,29.76330566,-95.36329651000000,4.75,5.50,6.00,5.67,6.50,4.67,2.00,6.00,5.00,5.50,1,0,1,1,1,1,1
251,1,3,3,3,3,1,,0,,0,,0,,0,5,4,,,4,4,5,,5,4,5,6,7,4,4,1,1,3,3,3,2,2,2,3,3,3,3,2,3,3,3,4,3,3,3,4,4,3,3,3,4,3,4,4,3,5,3,4,6,3,3,4,3,2,5,3,5,3,3,3,5,3,3,4,4,5,5,6,6,7,7,6,2,2,2,15,Miami,18,1,2,200.00,3,100.00,2,TXU,6000,4.00,4,3,1,10,2,1,40.00700378,-75.31770325000000,2.50,2.00,2.50,2.67,3.50,3.00,4.00,4.50,3.00,2.50,1,0,1,1,1,1,1
252,3,2,2,1,1,0,80,1,70,1,,2,,2,6,6,,,4,7,7,7,,7,7,8,8,8,8,1,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,2,3,7,4,7,6,6,6,6,6,5,4,3,6,6,4,6,5,6,6,6,2,5,5,3,5,7,7,7,4,7,1,6,1,3,1,52,Houston,38,1,1,200.00,3,200.00,4,Stream,3100,4.00,3,3,2,4,2,5,29.52879333,-95.52519989000000,4.25,5.00,5.50,6.00,6.00,6.00,6.00,6.00,4.50,6.00,1,0,1,1,1,1,1
253,2,1,2,2,4,1,78,1,,0,78,1,,0,99,3,,,5,99,6,,,4,4,6,6,6,6,2,5,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,5,1,1,5,6,1,1,4,1,5,2,6,1,7,7,7,7,6,3,3,7,7,7,7,7,7,7,5,7,4,4,4,4,5,4,4,5,1,8,1,1,2,2,53,Provo,26,1,1,25.00,1,30.00,1,Provo City Power,400,1.00,1,4,1,6,2,4,40.32449341,-111.96179960000000,5.75,7.00,7.00,7.00,7.00,2.33,5.50,7.00,4.50,7.00,0,0,0,1,1,1,1
254,1,2,2,1,1,1,72,1,70,1,68,1,75,1,1,1,7,,5,3,3,2,2,3,3,4,5,4,5,1,5,6,5,6,5,6,6,5,7,6,5,6,4,5,5,4,6,3,4,5,3,2,1,1,5,7,7,5,6,7,6,6,7,5,2,5,5,6,6,7,2,7,6,7,6,3,2,2,1,6,7,3,7,6,3,6,1,2,1,3,Tuscaloosa,27,1,1,212.00,4,156.00,3,Alabama Power,1180,2.00,2,6,1,3,3,5,33.33230591,-87.47409821000000,5.50,5.50,6.50,5.67,4.50,4.33,4.00,6.50,3.50,6.50,1,0,1,1,1,1,1
255,3,1,2,2,1,1,67,1,78,1,67,1,78,1,5,7,,,5,7,8,7,,5,5,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,2,1,1,1,7,1,7,6,7,7,7,7,6,2,1,7,6,7,7,7,6,7,5,3,2,2,4,2,7,7,7,7,7,7,4,1,3,1,24,Georgetown,58,2,1,60.00,1,40.00,1,Owen Electric Cooperative,1200,2.00,1,1,1,7,6,8,37.76660156,-84.30310059000000,7.00,7.00,7.00,7.00,7.00,7.00,4.00,7.00,4.00,6.50,0,0,1,1,1,1,1
256,1,2,2,1,1,0,70,1,75,1,65,1,75,1,4,5,,,5,7,5,7,,3,5,3,4,3,6,2,6,5,5,6,3,4,6,7,6,6,7,6,6,7,7,6,3,5,2,3,5,2,1,3,3,6,3,6,2,6,6,5,6,2,6,4,6,6,6,6,6,5,5,6,3,5,5,2,6,6,3,4,7,5,3,6,1,2,2,22,Dallas Center,27,2,1,75.00,1,100.00,2,MidAmerican Energy,720,1.00,1,1,1,4,5,8,41.60049438,-93.60910034000000,5.50,3.50,6.00,6.33,6.50,3.33,4.00,5.75,4.00,6.00,0,1,1,1,1,1,1
257,1,2,8,1,4,1,,0,,0,,0,,0,99,2,,,5,99,3,6,,4,4,99,99,1,1,1,7,7,7,7,5,4,6,7,7,7,7,7,1,7,1,1,7,7,7,2,3,1,1,7,7,7,3,7,1,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,1,7,7,1,7,6,7,4,4,7,8,7,1,1,1,5,Baldwin Park,40,2,2,88.00,2,125.00,3,Southern California Edison Company,2000,4.00,4,1,5,1,2,8,34.09640503,-117.96679690000000,7.00,4.50,6.50,7.00,1.00,7.00,2.50,7.00,4.00,7.00,0,0,0,1,1,1,1
258,1,2,4,1,2,1,68,1,78,1,,2,80,1,7,6,,,4,5,3,5,,7,3,3,7,2,3,2,5,6,3,7,2,5,5,6,5,6,6,5,4,4,3,5,6,6,6,3,2,3,2,6,5,6,4,5,6,6,6,6,6,4,6,4,6,4,5,5,2,5,2,3,3,4,2,2,3,5,4,1,4,6,5,3,1,3,2,44,Portland,29,1,1,65.00,1,60.00,1,Portland General Electric,600,1.00,1,2,1,1,3,12,45.51440430,-122.64329530000000,5.25,3.50,5.00,5.67,4.00,6.00,2.50,6.00,5.00,4.50,0,0,1,1,1,1,1
259,3,1,2,1,1,1,68,1,78,1,68,1,78,1,6,6,,,8,7,7,6,6,6,6,5,5,5,5,2,2,1,1,2,3,2,5,4,5,5,5,6,4,4,4,5,6,6,6,2,3,2,2,2,2,4,3,6,3,3,2,2,2,2,2,1,5,5,6,5,6,2,2,5,2,3,3,3,2,6,2,3,6,7,7,4,2,1,1,52,Waco,64,1,1,110.00,2,65.00,1,TXU Energy,340,1.00,1,5,1,3,3,7,31.53729248,-97.18840027000000,1.50,2.50,5.00,5.33,4.50,6.00,2.50,2.25,2.00,5.00,1,0,1,1,1,1,1
260,3,3,2,4,1,1,66,1,74,1,66,1,76,1,4,4,,,5,7,7,6,4,6,6,7,8,7,8,1,3,5,4,2,5,5,5,4,5,6,6,5,2,5,4,2,6,6,6,2,3,5,2,6,5,6,5,6,5,5,5,5,5,3,2,1,6,6,5,5,4,4,6,6,2,3,3,2,2,7,7,3,5,7,3,6,1,1,1,55,Chesapeake,30,1,2,150.00,3,300.00,4,Dominion Power,1600,3.00,4,5,1,6,4,9,36.82670593,-76.01789856000000,3.50,5.00,5.00,5.67,3.00,6.00,2.50,5.00,2.50,5.50,0,0,1,1,1,1,1
261,3,1,2,2,1,0,68,1,73,1,62,1,80,1,2,2,,,5,1,1,1,2,4,4,6,6,4,6,1,7,7,7,6,7,7,7,7,7,7,7,6,4,7,7,4,3,3,2,1,1,1,1,5,3,6,2,6,5,7,7,7,7,5,4,6,5,7,6,7,2,7,7,7,4,5,5,2,5,6,2,2,4,7,4,7,1,3,3,30,Royal Oak,27,1,1,45.00,1,45.00,1,DTE,1000,2.00,2,3,1,8,5,6,42.48950195,-83.14459991000000,6.75,7.00,7.00,6.67,5.50,2.67,1.00,7.00,4.50,7.00,0,1,1,1,1,1,1
262,1,3,2,2,1,1,70,1,,0,65,1,,2,4,4,,,5,4,5,3,3,3,3,5,4,4,6,1,5,5,4,5,3,4,5,6,4,6,6,4,4,5,4,4,3,2,2,6,5,3,2,5,2,6,6,6,4,6,5,6,5,4,2,2,6,5,4,4,4,4,4,6,4,4,5,4,4,7,6,4,7,3,5,6,1,1,2,30,Algonac,48,2,2,600.00,4,800.00,4,dte,1900,4.00,3,8,1,4,4,10,42.67570496,-82.77729797000000,4.75,3.50,4.50,5.33,4.00,2.33,5.50,5.50,3.00,4.50,0,1,1,1,0,1,0
263,2,2,2,1,1,1,72,1,72,1,72,1,72,1,4,4,,,5,8,8,4,4,4,4,4,4,4,4,1,4,4,4,4,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,4,6,1,1,1,1,7,7,6,6,7,7,7,7,5,1,1,7,7,6,7,6,7,4,6,5,2,2,2,5,7,4,5,7,7,1,1,1,1,1,41,Red Springs,23,1,2,65.00,1,60.00,1,Lumbee River EMC,500,1.00,3,7,1,7,2,12,34.92730713,-80.72779846000000,4.00,6.00,7.00,7.00,7.00,6.33,5.00,7.00,3.00,7.00,1,0,1,1,1,1,1
264,3,1,11,2,1,0,70,1,70,1,60,1,80,1,4,2,,,5,3,6,4,4,6,6,6,6,6,6,1,2,6,4,2,7,7,6,7,6,7,6,6,4,5,3,4,7,7,7,1,1,4,2,2,7,7,6,6,7,6,3,5,5,6,6,4,7,5,4,5,4,5,5,6,1,3,4,4,4,6,7,1,7,6,3,4,1,2,1,55,Alexandria,33,1,2,200.00,3,100.00,2,Dominion,1568,3.00,2,6,1,8,6,3,39.24040222,-76.83940125000000,3.50,7.00,6.00,6.33,3.50,7.00,1.00,4.75,6.00,5.00,0,0,1,1,1,1,1
265,3,2,2,1,1,0,,0,75,1,,2,80,1,4,4,,,4,4,4,5,5,4,4,5,5,5,5,2,6,5,5,5,5,7,6,6,6,7,7,7,6,5,4,6,6,7,7,2,2,3,1,2,2,5,6,6,2,6,6,7,6,6,5,3,7,6,2,6,6,7,7,7,6,7,6,6,7,7,7,4,7,5,4,5,2,2,2,15,Orlando,29,1,1,125.00,2,80.00,2,Florida Power & Lighting,1300,2.00,2,4,1,8,4,2,28.83009338,-81.36180115000000,5.25,6.00,6.00,7.00,5.00,6.67,2.00,6.25,5.50,6.00,1,0,1,1,1,1,1
266,3,2,2,2,1,0,64,1,76,1,60,1,80,1,3,4,,,1,4,6,4,4,3,4,4,4,5,5,1,5,3,3,5,7,7,6,4,5,6,6,5,5,5,3,5,3,5,4,1,2,3,3,5,5,5,5,5,5,6,6,5,5,2,2,2,3,5,6,5,5,5,6,6,3,2,2,2,2,5,7,3,2,7,6,7,1,2,1,21,Indianapolis,27,2,2,80.00,1,60.00,1,Duke Energy,2300,4.00,2,3,1,8,4,8,41.87449646,-87.65029907000000,4.00,7.00,5.50,5.67,4.00,4.00,1.50,5.50,2.00,5.00,0,1,1,1,1,1,1
267,3,1,2,2,2,0,65,1,,0,50,1,,0,4,4,,,5,4,4,6,6,4,4,5,6,5,6,1,6,6,3,6,7,7,7,7,7,7,5,6,4,5,4,5,2,5,2,2,2,2,2,2,2,6,4,6,6,6,6,6,6,6,4,3,6,6,6,6,5,5,5,5,3,5,5,3,4,6,5,6,7,7,7,7,1,2,1,44,Aloha,55,1,2,35.00,1,45.00,1,pge,1400,3.00,1,5,1,4,3,7,45.58479309,-122.91169740000000,5.25,7.00,7.00,6.00,4.50,3.00,2.00,6.00,5.00,6.00,0,0,1,1,1,1,1
268,1,2,2,1,1,1,74,1,74,1,,2,80,1,7,7,,,5,7,7,6,,7,7,7,8,7,8,1,5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,7,7,7,4,3,1,1,1,1,4,4,4,4,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,6,7,1,5,1,1,1,15,trenton,23,2,2,200.00,3,100.00,2,Central Florida,5000,4.00,3,4,1,7,3,10,29.67660522,-82.38549805000000,5.00,6.00,6.00,6.00,4.00,7.00,3.50,7.00,4.00,4.00,1,0,1,1,1,1,1
269,1,2,1,1,1,0,73,1,70,1,68,1,72,1,4,8,,2,5,4,4,,5,4,4,4,5,4,5,1,3,3,3,3,6,7,6,7,7,5,5,3,2,5,3,2,7,7,7,6,6,3,2,6,2,6,1,7,5,6,6,5,5,2,1,1,6,5,6,4,5,5,6,7,1,1,1,2,6,7,7,1,1,3,1,7,2,3,3,24,Lexington,28,2,1,100.00,2,130.00,3,NWP Services,650,1.00,2,7,1,5,4,3,38.20089722,-84.87329865000000,3.00,6.50,6.50,4.33,2.50,7.00,6.00,5.50,1.50,4.50,0,0,1,1,1,1,1
270,1,2,11,3,2,0,72,1,72,1,,0,,2,2,2,,,5,3,2,7,,8,8,1,2,1,2,1,4,3,3,5,4,6,4,4,4,5,6,4,3,4,4,3,6,6,5,4,4,4,3,6,4,7,7,6,6,4,5,5,5,4,4,2,2,3,4,4,6,4,4,6,1,3,3,1,5,7,1,1,1,6,1,7,1,1,2,58,Summersville,35,2,1,100.00,2,175.00,3,Monpower,2000,4.00,4,3,1,7,4,7,37.86520386,-81.19680023000000,3.75,5.00,4.00,5.00,3.50,5.67,4.00,4.75,4.00,3.50,0,0,1,1,1,1,1
271,1,2,2,2,1,1,68,1,75,1,60,1,80,1,3,3,,,5,3,3,3,3,3,3,1,1,1,1,1,5,5,5,5,5,4,6,6,6,6,6,6,2,4,3,2,2,5,6,2,3,2,3,2,2,6,4,5,5,5,5,5,5,6,2,2,6,4,4,4,5,5,5,5,2,5,5,3,5,7,7,4,4,7,5,7,1,2,1,42,northfield,55,1,2,100.00,2,100.00,2,first energy,2000,4.00,2,2,1,6,4,8,41.31159973,-81.54350281000000,5.00,4.50,6.00,6.00,2.50,4.33,2.50,5.00,4.00,4.00,0,1,1,1,1,1,1
272,2,2,2,1,1,1,72,1,68,1,72,1,68,1,4,3,,,5,4,4,4,4,4,4,2,2,2,2,1,3,3,3,3,5,6,5,6,7,6,7,5,5,3,4,5,7,7,7,3,3,3,1,1,3,6,1,6,6,5,5,6,5,1,1,1,6,5,5,6,5,2,2,2,2,6,6,6,6,6,7,4,5,3,3,5,2,2,2,24,Bowling Green,21,2,1,120.00,2,180.00,3,Bowling Green Municipal Utilities,900,1.00,5,1,1,3,3,1,37.09410095,-86.42859650000000,3.00,5.50,6.00,6.00,4.50,7.00,3.00,5.25,1.00,5.50,0,0,1,1,1,1,1
273,3,1,2,1,1,1,70,1,72,1,62,1,78,1,4,4,,,2,7,7,2,2,3,2,3,4,3,4,2,6,5,5,5,7,6,7,7,7,7,7,7,6,6,6,6,5,5,5,2,2,1,1,1,1,7,7,6,5,7,7,7,7,6,6,1,7,7,2,7,5,6,6,7,1,7,7,7,7,7,7,7,7,6,7,5,1,2,1,15,Navarre,32,2,2,200.00,3,150.00,3,Gulf Power,2000,4.00,4,4,1,4,3,6,38.00000000,-97.00000000000000,5.25,6.50,7.00,7.00,6.00,5.00,2.00,7.00,6.00,7.00,1,0,1,1,1,1,1
274,1,3,2,4,1,0,66,1,68,1,62,1,75,1,6,6,,,5,7,7,6,4,4,4,3,4,3,4,1,5,6,6,5,7,7,6,6,4,4,2,4,3,5,4,3,5,6,6,2,2,5,5,7,6,6,6,6,5,5,5,5,5,2,2,2,6,5,3,6,3,5,5,7,2,3,3,1,3,5,5,1,3,7,2,6,1,2,1,37,Bedford,28,1,2,220.00,4,160.00,3,PSNH,1250,2.00,2,3,1,6,5,12,40.71429443,-74.00599670000000,5.50,7.00,5.00,3.33,3.50,5.67,2.00,5.00,2.00,5.50,0,1,1,1,1,1,1
275,3,2,2,1,1,1,75,1,72,1,80,1,80,1,2,4,,,4,4,4,,,3,5,2,3,2,4,1,5,5,5,5,4,4,5,5,4,2,6,6,4,4,4,4,4,5,5,3,2,4,3,4,4,5,5,5,5,7,7,7,5,4,4,3,5,5,5,5,5,4,5,5,3,4,4,4,4,7,7,7,7,5,5,7,3,3,3,15,lauderdale lakes,28,2,1,115.00,2,100.00,2,fpl,1824,3.00,4,3,2,4,2,8,26.14520264,-80.17289734000000,5.00,4.00,4.50,4.67,4.00,4.67,2.50,6.50,4.00,5.00,1,0,1,1,1,1,1
276,3,1,11,5,2,1,75,1,73,1,70,1,75,1,4,3,,,4,4,4,6,,2,2,1,1,1,1,1,7,7,6,7,7,7,6,7,7,7,7,6,6,6,5,5,5,5,5,6,5,2,1,2,2,6,7,6,5,7,7,7,7,6,5,2,6,2,6,2,4,4,5,5,2,4,4,2,4,6,7,4,7,3,3,7,1,2,1,49,Greenville,30,2,2,250.00,4,150.00,3,Duke Power,1000,2.00,4,5,1,5,4,2,34.94050598,-82.16719818000000,6.75,7.00,6.50,6.67,5.00,5.00,5.50,7.00,5.50,2.00,1,0,1,1,1,1,1
277,3,2,2,1,1,1,65,1,78,1,60,1,82,1,5,7,,,5,4,4,6,,4,4,4,7,4,7,1,7,6,7,7,7,7,7,7,7,7,6,6,4,5,3,4,6,4,5,2,2,1,1,1,1,7,3,7,4,7,7,7,7,6,6,7,2,6,7,6,7,4,4,4,4,5,5,5,5,7,7,5,3,7,7,7,1,1,1,16,Atlanta,34,2,2,60.00,1,40.00,1,Georgia Power,900,1.00,2,1,3,5,5,8,33.77479553,-84.29630280000000,6.75,7.00,7.00,6.33,3.50,5.00,2.00,7.00,6.00,6.00,1,0,1,1,1,1,1
278,1,1,2,2,2,1,72,1,,0,67,1,,0,2,2,,,8,2,2,4,2,2,2,4,5,4,5,1,5,2,2,5,2,2,5,6,6,7,5,7,2,2,2,2,4,5,5,2,2,2,2,2,2,6,6,6,6,5,5,6,6,5,5,2,6,6,6,6,6,6,6,6,2,2,2,2,2,7,7,7,7,7,4,7,1,1,1,42,columbus,38,1,2,400.00,4,500.00,4,aep,1800,3.00,4,3,1,6,3,1,39.96490479,-83.13829803000000,3.50,2.00,5.50,6.33,2.00,4.67,2.00,5.50,5.00,6.00,0,1,1,1,1,1,1
279,2,1,2,1,1,0,68,1,62,1,67,1,60,1,3,4,,,5,2,4,4,2,3,2,3,4,4,4,1,7,5,5,6,3,3,5,5,5,7,7,7,5,5,5,5,3,3,4,2,3,1,1,1,2,4,5,6,3,6,7,7,6,5,4,6,7,7,2,7,6,7,6,5,5,5,5,4,6,7,7,5,7,7,4,4,2,3,2,10,Denver,24,2,1,80.00,1,70.00,1,xcel,26,1.00,3,2,1,3,4,7,39.73919678,-104.98470310000000,5.75,3.00,5.00,7.00,5.00,3.33,2.50,6.50,4.50,7.00,0,1,1,1,1,1,1
280,1,2,2,2,1,1,70,1,,0,62,1,,0,5,6,,,5,1,1,,7,2,8,1,1,1,1,1,4,1,1,5,1,1,3,3,6,7,5,7,1,1,1,1,1,5,4,6,6,1,1,7,7,7,7,6,5,6,6,6,6,1,5,5,7,7,7,7,7,7,7,5,3,7,7,5,5,6,1,1,6,7,7,7,1,1,3,30,Woodhaven,24,1,1,150.00,3,90.00,2,DTE,800,1.00,2,1,1,1,,12,42.13310242,-83.21820068000000,2.75,1.00,4.50,6.33,1.00,3.33,6.00,6.00,3.00,7.00,0,1,1,1,1,1,1
281,3,2,7,1,1,1,,0,77,1,,0,80,1,2,99,,,5,2,99,2,2,3,3,3,4,99,99,1,6,6,6,6,6,5,7,6,7,7,7,6,5,5,5,4,7,7,7,5,5,2,2,6,3,7,2,6,5,7,7,7,7,2,4,2,7,6,7,6,7,6,6,6,1,6,4,1,4,5,7,1,1,8,6,7,1,2,1,57,Walla Walla,59,2,2,150.00,3,115.00,2,Pacific Power,1400,3.00,4,5,1,6,2,10,46.11070251,-118.30770110000000,6.00,5.50,7.00,6.67,4.50,7.00,5.00,7.00,3.00,6.00,0,0,1,0,1,1,1
282,1,2,2,1,1,1,65,1,80,1,65,1,80,1,3,4,,,5,4,5,3,3,2,2,2,3,2,3,2,6,7,5,6,6,6,5,7,6,7,6,7,6,6,5,6,3,5,5,1,3,1,1,1,2,6,5,6,3,7,7,7,7,3,2,5,6,5,6,5,5,6,6,2,4,3,5,3,5,7,7,4,6,7,7,2,1,2,3,3,Montgomery,27,2,1,70.00,1,90.00,2,Alabama Power,1200,2.00,2,1,1,3,5,8,32.57820129,-85.34899902000000,6.00,6.00,5.50,6.67,5.50,4.33,2.00,7.00,2.50,5.00,1,0,1,1,1,1,1
283,1,2,8,1,1,0,75,1,70,1,75,1,70,1,3,4,,,5,4,8,,2,2,4,1,2,2,2,1,5,6,6,5,5,4,5,6,6,6,6,5,2,4,2,3,7,7,7,6,6,5,2,6,6,7,6,7,5,6,7,6,6,4,4,4,7,6,6,6,6,6,6,5,1,2,2,1,2,6,7,4,7,4,1,3,1,1,1,30,Shelby Township,34,1,1,175.00,3,220.00,4,DTE,725,1.00,1,3,1,5,4,7,42.36839294,-83.35269928000000,5.50,4.50,5.50,5.67,2.50,7.00,6.00,6.25,4.00,6.00,0,1,1,1,1,1,1
284,2,1,2,2,1,0,71,1,74,1,67,1,77,1,7,4,,,5,6,6,6,6,7,6,7,8,7,8,1,5,2,2,4,7,7,5,6,6,5,4,6,4,5,4,3,6,7,6,4,3,4,2,6,5,6,6,4,5,5,4,5,5,4,4,2,6,6,6,6,6,5,6,6,2,4,3,3,3,6,7,5,6,3,3,6,1,1,1,46,Stewartstown,39,1,2,140.00,3,60.00,1,Met Ed,3000,4.00,3,6,1,8,5,9,40.00199890,-76.68360138000000,3.25,7.00,5.50,5.00,3.50,6.33,3.50,4.75,4.00,6.00,0,1,1,1,1,1,1
285,3,3,2,2,1,1,70,1,72,1,70,1,72,1,3,3,,,5,4,4,6,6,4,4,5,6,5,6,1,5,6,5,5,3,3,5,3,5,5,5,5,2,5,2,1,6,6,6,5,5,3,1,2,5,5,3,6,5,6,5,6,5,6,5,3,6,5,5,5,6,6,5,3,2,5,5,3,5,6,5,3,3,4,2,5,1,2,1,23,Derby,41,1,2,275.00,4,150.00,3,westar,2967,4.00,4,5,1,7,4,4,37.56289673,-97.22850037000000,5.25,3.00,5.00,5.00,1.50,6.00,5.00,5.50,5.50,5.00,1,0,1,1,1,1,1
287,3,2,2,1,1,0,70,1,78,1,65,1,88,1,5,5,,,5,4,4,5,4,2,2,2,3,2,3,1,7,7,5,7,6,5,7,5,7,7,6,5,6,6,3,5,7,6,6,2,3,2,1,5,2,7,7,5,3,7,7,7,7,4,4,5,7,6,6,7,5,6,7,7,6,4,4,4,4,6,7,2,1,5,7,5,1,2,1,6,Phoenix,37,1,1,200.00,3,120.00,2,SRP,1400,3.00,3,4,1,6,5,2,33.42739868,-112.20379640000000,6.50,5.50,7.00,6.00,4.00,6.33,2.50,7.00,4.00,6.50,1,0,1,1,1,1,1
